Song Name,Artist Name,Debut Date,Peak Pos,Peak Weeks,Peak Date,Scraped Band
Forget About Love,Eddie Money,02.18.89,36,12 Wks,03.04.89,Eddie-Money
Let Me In,Eddie Money,04.29.89,30,12 Wks,05.13.89,Eddie-Money
No Control,Eddie Money,08.07.82,60,12 Wks,08.07.82,Eddie-Money
Addicted To Love,Robert Palmer,02.15.86,1,2 WKS,03.22.86,Robert-Palmer
Simply Irresistible,Robert Palmer,07.02.88,1,3 WKS,07.30.88,Robert-Palmer
Hyperactive,Robert Palmer,05.03.86,21,12 Wks,06.07.86,Robert-Palmer
You're Amazing,Robert Palmer,11.17.90,5,12 Wks,11.24.90,Robert-Palmer
Life In Detail,Robert Palmer,03.10.90,7,12 Wks,04.14.90,Robert-Palmer
Early In The Morning,Robert Palmer,09.03.88,40,12 Wks,09.17.88,Robert-Palmer
I Didn't Mean To Turn You On,Robert Palmer,09.27.86,41,12 Wks,10.04.86,Robert-Palmer
YOU ARE IN MY SYSTEM,Robert Palmer,06.18.83,33,12 Wks,06.25.83,Robert-Palmer
SOME GUYS HAVE ALL THE LUCK,Robert Palmer,05.22.82,59,12 Wks,05.22.82,Robert-Palmer
Patience,Chris Cornell,08.01.20,1,1 WKS,10.03.20,Chris-Cornell
Heavy Is The Head,Zac Brown Band Featuring Chris Cornell,03.21.15,1,2 WKS,05.09.15,Chris-Cornell
Nearly Forgot My Broken Heart,Chris Cornell,09.05.15,2,12 Wks,11.21.15,Chris-Cornell
Sunshower,Chris Cornell,01.24.98,8,12 Wks,03.21.98,Chris-Cornell
Can't Change Me,Chris Cornell,08.28.99,5,12 Wks,09.25.99,Chris-Cornell
No Such Thing,Chris Cornell,04.14.07,33,12 Wks,04.28.07,Chris-Cornell
Nothing Compares 2 U,Chris Cornell,05.21.16,34,12 Wks,05.21.16,Chris-Cornell
Santa Monica (Watch The World Die),Everclear,12.23.95,1,3 WKS,03.16.96,Everclear
Everything To Everyone,Everclear,09.27.97,15,12 Wks,10.25.97,Everclear
I Will Buy You A New Life,Everclear,02.14.98,20,12 Wks,04.04.98,Everclear
When It All Goes Wrong Again,Everclear,11.18.00,10,12 Wks,01.06.01,Everclear
Wonderful,Everclear,06.17.00,28,12 Wks,07.29.00,Everclear
Heartspark Dollarsign,Everclear,05.25.96,29,12 Wks,06.22.96,Everclear
Father Of Mine,Everclear,08.22.98,29,12 Wks,09.19.98,Everclear
The Boys Are Back In Town,Everclear,08.21.99,40,12 Wks,08.21.99,Everclear
Just Pretend,Bad Omens,09.10.22,1,1 WKS,03.11.23,Bad-Omens
Like A Villain,Bad Omens,02.26.22,10,12 Wks,06.25.22,Bad-Omens
The Death Of Peace Of Mind,Bad Omens,05.27.23,2,12 Wks,09.23.23,Bad-Omens
Limits,Bad Omens,07.25.20,19,12 Wks,11.28.20,Bad-Omens
Never Know,Bad Omens,05.08.21,25,12 Wks,08.07.21,Bad-Omens
Missing You,John Waite,06.23.84,1,2 WKS,08.25.84,John-Waite
Tears,John Waite,08.25.84,8,12 Wks,10.13.84,John-Waite
CHANGE,John Waite,06.19.82,16,12 Wks,08.28.82,John-Waite
These Times Are Hard For Lovers,John Waite,06.13.87,6,12 Wks,07.11.87,John-Waite
Every Step Of The Way,John Waite,08.10.85,4,12 Wks,09.07.85,John-Waite
If Anybody Had A Heart,John Waite,06.28.86,24,12 Wks,07.12.86,John-Waite
Restless Heart,John Waite,02.09.85,28,12 Wks,03.02.85,John-Waite
Sara,Starship,12.14.85,12,12 Wks,02.08.86,Starship
We Built This City,Starship,09.07.85,1,1 WKS,10.12.85,Starship
It's Not Enough,Starship,08.05.89,10,12 Wks,09.02.89,Starship
It's Not Over ('til It's Over),Starship,06.27.87,9,12 Wks,07.25.87,Starship
Nothing's Gonna Stop Us Now,Starship,02.07.87,16,12 Wks,02.28.87,Starship
Tomorrow Doesn't Matter Tonight,Starship,04.26.86,25,12 Wks,05.17.86,Starship
Wild Again,Starship,12.17.88,30,12 Wks,01.21.89,Starship
THE ONE THING,INXS,03.19.83,2,12 Wks,05.28.83,INXS
Devil Inside,INXS,12.26.87,2,12 Wks,02.27.88,INXS
Disappear,INXS,11.03.90,6,12 Wks,01.05.91,INXS
Need You Tonight,INXS,10.24.87,12,12 Wks,12.12.87,INXS
Bitter Tears,INXS,02.02.91,4,12 Wks,03.16.91,INXS
What You Need,INXS,01.25.86,3,12 Wks,03.01.86,INXS
This Time,INXS,10.19.85,11,12 Wks,11.16.85,INXS
New Sensation,INXS,03.19.88,8,12 Wks,04.30.88,INXS
Never Tear Us Apart,INXS,08.13.88,5,12 Wks,09.24.88,INXS
Mystify,INXS,12.17.88,17,12 Wks,02.11.89,INXS
Don't Change,INXS,06.11.83,17,12 Wks,06.25.83,INXS
Not Enough Time,INXS,08.22.92,13,12 Wks,09.26.92,INXS
Listen Like Thieves,INXS,04.26.86,12,12 Wks,06.14.86,INXS
Suicide Blonde,INXS,09.08.90,1,4 WKS,09.15.90,INXS
Original Sin,INXS,03.31.84,43,12 Wks,04.21.84,INXS
Heaven Sent,INXS,07.11.92,4,12 Wks,08.08.92,INXS
Kiss The Dirt,INXS,08.16.86,24,12 Wks,09.06.86,INXS
Kick,INXS,06.18.88,33,12 Wks,07.09.88,INXS
I Send A Message,INXS,07.28.84,41,12 Wks,08.11.84,INXS
Shining Star,INXS,11.09.91,14,12 Wks,11.16.91,INXS
Elegantly Wasted,INXS,04.19.97,37,12 Wks,04.26.97,INXS
Cool The Engines,Boston,10.18.86,4,12 Wks,12.27.86,Boston
We're Ready,Boston,10.11.86,2,12 Wks,12.06.86,Boston
Can'tcha Say/ Still In Love,Boston,01.31.87,7,12 Wks,02.28.87,Boston
Amanda,Boston,09.27.86,1,3 WKS,10.11.86,Boston
I Need Your Love,Boston,06.04.94,4,12 Wks,06.11.94,Boston
Walk On Medley,Boston,07.30.94,14,12 Wks,08.27.94,Boston
Addicted To Pain,Alter Bridge,09.07.13,4,12 Wks,03.01.14,Alter-Bridge
Open Your Eyes,Alter Bridge,07.10.04,2,12 Wks,09.25.04,Alter-Bridge
Rise Today,Alter Bridge,08.18.07,3,12 Wks,12.22.07,Alter-Bridge
Isolation,Alter Bridge,10.30.10,1,7 WKS,01.22.11,Alter-Bridge
Ghost Of Days Gone By,Alter Bridge,04.30.11,4,12 Wks,08.13.11,Alter-Bridge
Show Me A Leader,Alter Bridge,08.27.16,16,12 Wks,11.26.16,Alter-Bridge
Wouldn't You Rather,Alter Bridge,07.13.19,18,12 Wks,10.05.19,Alter-Bridge
Find The Real,Alter Bridge,12.04.04,7,12 Wks,02.26.05,Alter-Bridge
Godspeed,Alter Bridge,01.25.20,24,12 Wks,03.28.20,Alter-Bridge
Silver Tongue,Alter Bridge,08.27.22,27,12 Wks,10.29.22,Alter-Bridge
My Champion,Alter Bridge,02.11.17,18,12 Wks,05.06.17,Alter-Bridge
Native Son,Alter Bridge,10.31.20,32,12 Wks,01.09.21,Alter-Bridge
Watch Over You,Alter Bridge,02.02.08,19,12 Wks,03.01.08,Alter-Bridge
Holiday,Alter Bridge,01.28.23,22,12 Wks,03.04.23,Alter-Bridge
Before Tomorrow Comes,Alter Bridge,05.17.08,29,12 Wks,06.07.08,Alter-Bridge
Cry Of Achilles,Alter Bridge,05.17.14,27,12 Wks,06.28.14,Alter-Bridge
Broken Wings,Alter Bridge,04.23.05,29,12 Wks,05.21.05,Alter-Bridge
EVEN NOW,Bob Seger,01.15.83,2,12 Wks,02.05.83,Bob-Seger
Tryin' To Live My Life Without You,Bob Seger,09.12.81,2,12 Wks,10.03.81,Bob-Seger
Understanding,Bob Seger,10.13.84,5,12 Wks,11.03.84,Bob-Seger
Take A Chance,Bob Seger & The Silver Bullet Band,11.30.91,10,12 Wks,01.18.92,Bob-Seger
The Fire Inside,Bob Seger & The Silver Bullet Band,09.21.91,6,12 Wks,10.19.91,Bob-Seger
Landing In London (All I Think About Is You),3 Doors Down Featuring Bob Seger,12.24.05,32,12 Wks,01.28.06,Bob-Seger
Like A Rock,Bob Seger,04.19.86,1,2 WKS,05.17.86,Bob-Seger
Roll Me Away,Bob Seger & The Silver Bullet Band,01.15.83,13,12 Wks,01.22.83,Bob-Seger
BOOMTOWN BLUES,Bob Seger,01.22.83,11,12 Wks,02.12.83,Bob-Seger
The Aftermath,Bob Seger,06.14.86,9,12 Wks,08.02.86,Bob-Seger
Lock And Load,Bob Seger & The Silver Bullet Band,11.04.95,22,12 Wks,12.02.95,Bob-Seger
American Storm,Bob Seger,03.15.86,2,12 Wks,04.12.86,Bob-Seger
Shakedown,Bob Seger,05.23.87,1,4 WKS,06.06.87,Bob-Seger
It's You,Bob Seger,08.23.86,8,12 Wks,09.06.86,Bob-Seger
The Real Love,Bob Seger & The Silver Bullet Band,08.24.91,4,12 Wks,08.31.91,Bob-Seger
Fortunate Son,Bob Seger,03.22.86,9,12 Wks,04.12.86,Bob-Seger
Tightrope,Bob Seger,05.10.86,35,12 Wks,05.17.86,Bob-Seger
Hands In The Air,Bob Seger & The Silver Bullet Band,02.17.96,29,12 Wks,03.02.96,Bob-Seger
Blue Monday,Bob Seger,06.10.89,40,12 Wks,06.17.89,Bob-Seger
Miami,Bob Seger,11.29.86,47,12 Wks,11.29.86,Bob-Seger
House Behind A House,Bob Seger & The Silver Bullet Band,12.25.82,29,12 Wks,12.25.82,Bob-Seger
Masterpiece,Motionless In White,04.30.22,1,1 WKS,10.22.22,Motionless-in-White
Another Life,Motionless In White,02.01.20,14,12 Wks,07.18.20,Motionless-in-White
Sign Of Life,Motionless In White,09.30.23,8,12 Wks,02.17.24,Motionless-in-White
Werewolf,Motionless In White,12.03.22,10,12 Wks,04.01.23,Motionless-in-White
Reincarnate,Motionless In White,11.01.14,24,12 Wks,01.03.15,Motionless-in-White
LOUD (F**k It),Motionless In White,04.01.17,18,12 Wks,06.03.17,Motionless-in-White
Necessary Evil,Motionless In White Featuring Jonathan Davis,11.11.17,29,12 Wks,12.16.17,Motionless-in-White
Brand New Numb,Motionless In White,05.18.19,22,12 Wks,07.27.19,Motionless-in-White
America,Motionless In White,07.13.13,30,12 Wks,08.03.13,Motionless-in-White
Somebody Told Me,Motionless In White,09.26.20,32,12 Wks,11.07.20,Motionless-in-White
Voices,Motionless In White,07.28.18,28,12 Wks,09.08.18,Motionless-in-White
Unstoppable,Motionless In White,08.01.15,39,12 Wks,08.01.15,Motionless-in-White
Working On It,Chris Rea,01.21.89,1,1 WKS,03.18.89,Chris-Rea
The Road To Hell,Chris Rea,02.10.90,11,12 Wks,03.24.90,Chris-Rea
Heavy Is The Head,Zac Brown Band Featuring Chris Cornell,03.21.15,1,2 WKS,05.09.15,Zac-Brown-Band
Junkyard,Zac Brown Band,08.29.15,32,12 Wks,08.29.15,Zac-Brown-Band
She's Mine,Steve Perry,05.12.84,15,12 Wks,07.28.84,Steve-Perry
Don't Fight It,Kenny Loggins with Steve Perry,09.04.82,4,12 Wks,10.02.82,Steve-Perry
"Oh, Sherrie",Steve Perry,04.07.84,1,2 WKS,05.05.84,Steve-Perry
You Better Wait,Steve Perry,07.16.94,6,12 Wks,08.13.94,Steve-Perry
Strung Out,Steve Perry,09.22.84,17,12 Wks,10.27.84,Steve-Perry
I Believe,Steve Perry,05.05.84,43,12 Wks,05.05.84,Steve-Perry
Stand Up,David Lee Roth,02.06.88,5,12 Wks,04.30.88,David-Lee-Roth
Sensible Shoes,David Lee Roth,03.09.91,6,12 Wks,05.04.91,David-Lee-Roth
Damn Good,David Lee Roth,02.13.88,2,12 Wks,04.02.88,David-Lee-Roth
Tobacco Road,David Lee Roth,07.19.86,10,12 Wks,08.30.86,David-Lee-Roth
Goin' Crazy,David Lee Roth,08.30.86,12,12 Wks,10.11.86,David-Lee-Roth
A Lil' Ain't Enough,David Lee Roth,01.19.91,3,12 Wks,02.02.91,David-Lee-Roth
California Girls,David Lee Roth,01.19.85,3,12 Wks,02.02.85,David-Lee-Roth
Just Like Paradise,David Lee Roth,01.16.88,1,4 WKS,01.23.88,David-Lee-Roth
Yankee Rose,David Lee Roth,07.05.86,10,12 Wks,07.19.86,David-Lee-Roth
Easy Street,David Lee Roth,02.16.85,14,12 Wks,03.09.85,David-Lee-Roth
She's My Machine,David Lee Roth,03.05.94,12,12 Wks,03.19.94,David-Lee-Roth
Just A Gigolo/I Ain't Got Nobody,David Lee Roth,04.06.85,25,12 Wks,04.20.85,David-Lee-Roth
Knucklebones,David Lee Roth,02.06.88,45,12 Wks,03.19.88,David-Lee-Roth
Tell The Truth,David Lee Roth,06.15.91,39,12 Wks,06.22.91,David-Lee-Roth
Here Comes The Rain Again,Eurythmics,01.21.84,8,12 Wks,02.18.84,Eurythmics
Sweet Dreams (Are Made Of This),Eurythmics,06.25.83,16,12 Wks,08.06.83,Eurythmics
Missionary Man,Eurythmics,07.05.86,1,1 WKS,08.16.86,Eurythmics
Would I Lie To You,Eurythmics,04.27.85,2,12 Wks,06.01.85,Eurythmics
I Need A Man,Eurythmics,12.19.87,32,12 Wks,01.23.88,Eurythmics
I Love You Like A Ball & Chain,Eurythmics,07.13.85,36,12 Wks,07.13.85,Eurythmics
Cold Hard Bitch,Jet,02.14.04,1,8 WKS,04.24.04,Jet
Are You Gonna Be My Girl,Jet,09.27.03,7,12 Wks,03.13.04,Jet
Put Your Money Where Your Mouth Is,Jet,08.26.06,14,12 Wks,10.21.06,Jet
Stand Up,Jet,12.23.06,22,12 Wks,02.10.07,Jet
She's A Genius,Jet,07.25.09,18,12 Wks,09.12.09,Jet
Black Hearts (On Fire),Jet,11.28.09,32,12 Wks,01.09.10,Jet
Rollover D.J.,Jet,07.17.04,14,12 Wks,08.28.04,Jet
Look What You've Done,Jet,11.06.04,33,12 Wks,11.13.04,Jet
My Name Is Thunder,Jet + The Bloody Beetroots,09.30.17,35,12 Wks,10.21.17,Jet
Do What You Do,Mudvayne,10.11.08,2,12 Wks,03.14.09,Mudvayne
Happy?,Mudvayne,02.19.05,1,1 WKS,05.28.05,Mudvayne
Fall Into Sleep,Mudvayne,01.07.06,4,12 Wks,03.25.06,Mudvayne
Not Falling,Mudvayne,10.26.02,11,12 Wks,03.22.03,Mudvayne
Scream With Me,Mudvayne,11.28.09,3,12 Wks,03.06.10,Mudvayne
Forget To Remember,Mudvayne,07.23.05,8,12 Wks,11.26.05,Mudvayne
World So Cold,Mudvayne,05.31.03,16,12 Wks,08.30.03,Mudvayne
Scarlet Letters,Mudvayne,03.28.09,7,12 Wks,07.04.09,Mudvayne
Dull Boy,Mudvayne,10.27.07,17,12 Wks,12.15.07,Mudvayne
Dig,Mudvayne,04.21.01,33,12 Wks,04.28.01,Mudvayne
Death Blooms,Mudvayne,07.28.01,32,12 Wks,09.22.01,Mudvayne
Psycho Circus,KISS,09.05.98,1,1 WKS,10.31.98,Kiss
LICK IT UP,KISS,10.22.83,19,12 Wks,11.12.83,Kiss
Jungle,KISS,10.18.97,8,12 Wks,11.15.97,Kiss
Heaven's on Fire,KISS,09.22.84,11,12 Wks,10.20.84,Kiss
Hide Your Heart,KISS,11.04.89,22,12 Wks,12.09.89,Kiss
Forever,KISS,02.10.90,17,12 Wks,03.17.90,Kiss
Reason To Live,KISS,11.28.87,34,12 Wks,12.26.87,Kiss
Rock And Roll All Night (Live Version),KISS,03.30.96,13,12 Wks,05.04.96,Kiss
Tears Are Falling,KISS,09.28.85,20,12 Wks,11.02.85,Kiss
You Wanted The Best,KISS,12.19.98,22,12 Wks,01.02.99,Kiss
Domino,KISS,08.29.92,26,12 Wks,10.03.92,Kiss
God Gave Rock And Roll To You II,KISS,08.03.91,21,12 Wks,08.31.91,Kiss
Hell Or Hallelujah,KISS,09.01.12,36,12 Wks,09.15.12,Kiss
I Love It Loud,KISS,05.29.93,22,12 Wks,06.19.93,Kiss
Crazy Crazy Nights,KISS,09.19.87,37,12 Wks,10.03.87,Kiss
I Just Wanna,KISS,06.20.92,34,12 Wks,06.27.92,Kiss
Rise To It,KISS,06.16.90,40,12 Wks,06.23.90,Kiss
Modern Day Delilah,KISS,10.03.09,34,12 Wks,10.10.09,Kiss
Gone Away,The Offspring,03.01.97,1,2 WKS,05.10.97,The-Offspring
Come Out And Play (Keep 'Em Separated),The Offspring,07.16.94,10,12 Wks,10.15.94,The-Offspring
Self Esteem,The Offspring,10.01.94,7,12 Wks,12.24.94,The-Offspring
The Kids Aren't Alright,The Offspring,06.12.99,11,12 Wks,09.04.99,The-Offspring
Hit That,The Offspring,11.15.03,6,12 Wks,01.31.04,The-Offspring
Pretty Fly (For A White Guy),The Offspring,10.17.98,5,12 Wks,01.02.99,The-Offspring
"You're Gonna Go Far, Kid",The Offspring,08.30.08,10,12 Wks,01.10.09,The-Offspring
Gotta Get Away,The Offspring,01.28.95,15,12 Wks,04.08.95,The-Offspring
I Choose,The Offspring,08.02.97,5,12 Wks,10.18.97,The-Offspring
Defy You,The Offspring,12.08.01,8,12 Wks,02.02.02,The-Offspring
Hammerhead,The Offspring,05.24.08,8,12 Wks,07.05.08,The-Offspring
Days Go By,The Offspring,05.19.12,2,12 Wks,08.11.12,The-Offspring
Coming For You,The Offspring,02.21.15,1,1 WKS,04.25.15,The-Offspring
Let The Bad Times Roll,The Offspring,03.06.21,1,1 WKS,05.22.21,The-Offspring
Behind Your Walls,The Offspring,04.09.22,17,12 Wks,07.09.22,The-Offspring
Why Don't You Get A Job?,The Offspring,02.13.99,10,12 Wks,03.27.99,The-Offspring
Turning Into You,The Offspring,09.29.12,24,12 Wks,11.24.12,The-Offspring
(Can't Get My) Head Around You,The Offspring,03.13.04,16,12 Wks,06.05.04,The-Offspring
Original Prankster,The Offspring,10.21.00,7,12 Wks,01.06.01,The-Offspring
She's Got Issues,The Offspring,10.23.99,19,12 Wks,12.25.99,The-Offspring
Can't Repeat,The Offspring,05.21.05,10,12 Wks,07.02.05,The-Offspring
Want You Bad,The Offspring,02.10.01,23,12 Wks,03.10.01,The-Offspring
Half-Truism,The Offspring,06.27.09,30,12 Wks,07.18.09,The-Offspring
Next To You,The Offspring,10.15.05,29,12 Wks,10.29.05,The-Offspring
All I Want,The Offspring,01.18.97,18,12 Wks,02.15.97,The-Offspring
"Kristy, Are You Doing OK?",The Offspring,02.14.09,38,12 Wks,02.21.09,The-Offspring
Totalimmortal,The Offspring,06.10.00,36,12 Wks,06.10.00,The-Offspring
SUBDIVISIONS,Rush,09.25.82,5,12 Wks,10.09.82,Rush
Tom Sawyer,Rush,03.21.81,8,12 Wks,03.28.81,Rush
Ghost Of A Chance,Rush,11.30.91,2,12 Wks,02.22.92,Rush
Cold Fire,Rush,11.20.93,2,12 Wks,02.12.94,Rush
Roll The Bones,Rush,10.19.91,9,12 Wks,01.04.92,Rush
NEW WORLD MAN,Rush,09.11.82,1,2 WKS,10.09.82,Rush
Dreamline,Rush,09.07.91,1,4 WKS,09.21.91,Rush
Far Cry,Rush,03.31.07,22,12 Wks,04.14.07,Rush
Half The World,Rush,11.16.96,6,12 Wks,01.25.97,Rush
Closer To The Heart,Rush,11.21.81,21,12 Wks,01.09.82,Rush
Limelight,Rush,03.21.81,4,12 Wks,04.18.81,Rush
Time Stand Still,Rush,09.19.87,3,12 Wks,11.07.87,Rush
The Big Money,Rush,10.12.85,4,12 Wks,11.09.85,Rush
Manhattan Project,Rush,11.23.85,10,12 Wks,01.25.86,Rush
Distant Early Warning,Rush,04.28.84,3,12 Wks,05.26.84,Rush
Headlong Flight,Rush,05.12.12,23,12 Wks,06.30.12,Rush
Body Electric,Rush,05.05.84,23,12 Wks,07.21.84,Rush
Territories,Rush,11.16.85,30,12 Wks,11.23.85,Rush
One Little Victory,Rush,04.20.02,10,12 Wks,05.25.02,Rush
Test For Echo,Rush,09.07.96,1,3 WKS,10.05.96,Rush
Presto,Rush,12.30.89,14,12 Wks,02.10.90,Rush
Show Don't Tell,Rush,11.18.89,1,2 WKS,12.30.89,Rush
Stick It Out,Rush,10.23.93,1,4 WKS,10.23.93,Rush
Nobody's Hero,Rush,02.26.94,9,12 Wks,03.26.94,Rush
The Pass,Rush,03.03.90,15,12 Wks,03.31.90,Rush
Red Sector A,Rush,05.12.84,21,12 Wks,06.16.84,Rush
Summertime Blues,Rush,06.19.04,30,12 Wks,07.03.04,Rush
Bravado,Rush,03.28.92,13,12 Wks,05.16.92,Rush
Lock And Key,Rush,12.12.87,16,12 Wks,01.23.88,Rush
Force 10,Rush,09.05.87,3,12 Wks,10.03.87,Rush
Secret Touch,Rush,07.06.02,25,12 Wks,08.03.02,Rush
The Spirit Of Radio (Live),Rush,11.07.98,27,12 Wks,11.21.98,Rush
Marathon,Rush,01.14.89,6,12 Wks,01.28.89,Rush
Driven,Rush,03.22.97,20,12 Wks,04.19.97,Rush
ANALOG KID,Rush,09.25.82,19,12 Wks,10.09.82,Rush
Mystic Rhythms,Rush,03.08.86,21,12 Wks,03.29.86,Rush
Superconductor,Rush,05.19.90,37,12 Wks,06.02.90,Rush
Mission,Rush,03.11.89,33,12 Wks,04.01.89,Rush
Animate,Rush,05.21.94,35,12 Wks,06.04.94,Rush
Caravan,Rush,08.07.10,38,12 Wks,08.14.10,Rush
The Wreckers,Rush,10.13.12,38,12 Wks,10.20.12,Rush
Between The Wheels,Rush,05.05.84,39,12 Wks,05.05.84,Rush
Young Turks,Rod Stewart,10.31.81,23,12 Wks,01.09.82,Rod-Stewart
Cigarettes And Alcohol,Rod Stewart,05.23.98,13,12 Wks,07.11.98,Rod-Stewart
Infatuation,Rod Stewart,05.26.84,5,12 Wks,07.07.84,Rod-Stewart
People Get Ready,Jeff Beck & Rod Stewart,06.15.85,5,12 Wks,07.20.85,Rod-Stewart
Downtown Train,Rod Stewart,11.25.89,1,2 WKS,01.13.90,Rod-Stewart
Lost In You,Rod Stewart,05.07.88,3,12 Wks,06.18.88,Rod-Stewart
Dynamite,Rod Stewart,05.28.88,16,12 Wks,07.23.88,Rod-Stewart
Forever Young,Rod Stewart,08.27.88,13,12 Wks,10.01.88,Rod-Stewart
"Tora, Tora, Tora (Out With The Boys)",Rod Stewart,12.12.81,38,12 Wks,01.30.82,Rod-Stewart
Rhythm Of My Heart,Rod Stewart,03.16.91,13,12 Wks,04.06.91,Rod-Stewart
Love Touch,Rod Stewart,06.07.86,26,12 Wks,06.28.86,Rod-Stewart
Some Guys Have All The Luck,Rod Stewart,09.15.84,27,12 Wks,10.20.84,Rod-Stewart
Rebel Heart,Rod Stewart,05.04.91,17,12 Wks,06.01.91,Rod-Stewart
Cut Across Shorty,Rod Stewart,05.15.93,16,12 Wks,06.05.93,Rod-Stewart
Rocks,Rod Stewart,09.19.98,31,12 Wks,10.03.98,Rod-Stewart
GUESS I'LL ALWAYS LOVE YOU,Rod Stewart,11.13.82,21,12 Wks,11.13.82,Rod-Stewart
Tonight I'm Yours (Don't Hurt Me),Rod Stewart,02.20.82,29,12 Wks,02.27.82,Rod-Stewart
Another Heartache,Rod Stewart,09.13.86,45,12 Wks,09.27.86,Rod-Stewart
Gi' Me Wings,Rod Stewart,04.04.81,45,12 Wks,04.04.81,Rod-Stewart
My Heart Can't Tell You No,Rod Stewart,02.11.89,50,12 Wks,02.11.89,Rod-Stewart
Fly Away,Lenny Kravitz,07.18.98,1,3 WKS,11.07.98,Lenny-Kravitz
Are You Gonna Go My Way,Lenny Kravitz,03.20.93,1,2 WKS,06.12.93,Lenny-Kravitz
American Woman,Lenny Kravitz,05.22.99,3,12 Wks,06.26.99,Lenny-Kravitz
Dig In,Lenny Kravitz,09.29.01,11,12 Wks,11.17.01,Lenny-Kravitz
Let Love Rule,Lenny Kravitz,11.25.89,23,12 Wks,12.30.89,Lenny-Kravitz
Bring It On,Lenny Kravitz,11.24.07,25,12 Wks,12.29.07,Lenny-Kravitz
Where Are We Runnin'?,Lenny Kravitz,04.24.04,30,12 Wks,05.22.04,Lenny-Kravitz
Believe,Lenny Kravitz,07.03.93,15,12 Wks,08.14.93,Lenny-Kravitz
Rock And Roll Is Dead,Lenny Kravitz,09.02.95,4,12 Wks,09.23.95,Lenny-Kravitz
Is There Any Love In Your Heart,Lenny Kravitz,10.09.93,19,12 Wks,11.27.93,Lenny-Kravitz
Deuce,Lenny Kravitz,06.25.94,15,12 Wks,07.23.94,Lenny-Kravitz
Dirty White Boots,Lenny Kravitz,11.15.14,27,12 Wks,12.13.14,Lenny-Kravitz
Always On The Run,Lenny Kravitz,05.04.91,40,12 Wks,05.11.91,Lenny-Kravitz
Spinning Around Over You,Lenny Kravitz,02.19.94,37,12 Wks,02.26.94,Lenny-Kravitz
Mr. Cab Driver,Lenny Kravitz,05.12.90,50,12 Wks,05.12.90,Lenny-Kravitz
Heavy Is The Crown,Daughtry,04.17.21,4,12 Wks,09.25.21,Daughtry
Artificial,Daughtry,09.02.23,1,1 WKS,02.17.24,Daughtry
It's Not Over,Daughtry,12.16.06,5,12 Wks,03.31.07,Daughtry
What I Want,Daughtry Featuring Slash,05.12.07,6,12 Wks,07.21.07,Daughtry
World On Fire,Daughtry,08.29.20,16,12 Wks,12.26.20,Daughtry
Changes Are Coming,Daughtry,12.11.21,18,12 Wks,04.02.22,Daughtry
Separate Ways (Worlds Apart),Daughtry Featuring Lzzy Hale,01.21.23,5,12 Wks,04.01.23,Daughtry
Crashed,Daughtry,10.06.07,24,12 Wks,12.01.07,Daughtry
The Past,Sevendust Featuring Chris Daughtry,08.23.08,27,12 Wks,10.25.08,Daughtry
Aerials,System Of A Down,06.22.02,1,1 WKS,09.28.02,System-of-a-Down
Chop Suey,System Of A Down,08.04.01,12,12 Wks,12.22.01,System-of-a-Down
B.Y.O.B.,System Of A Down,04.09.05,4,12 Wks,07.09.05,System-of-a-Down
Toxicity,System Of A Down,02.02.02,10,12 Wks,05.04.02,System-of-a-Down
Hypnotize,System Of A Down,10.22.05,5,12 Wks,02.25.06,System-of-a-Down
Lonely Day,System Of A Down,03.04.06,10,12 Wks,06.03.06,System-of-a-Down
Question!,System Of A Down,07.30.05,7,12 Wks,10.22.05,System-of-a-Down
Innervision,System Of A Down,11.23.02,14,12 Wks,12.28.02,System-of-a-Down
Protect The Land,System Of A Down,11.21.20,24,12 Wks,12.12.20,System-of-a-Down
Sugar,System Of A Down,11.20.99,28,12 Wks,12.18.99,System-of-a-Down
Spiders,System Of A Down,04.01.00,25,12 Wks,04.29.00,System-of-a-Down
Cigaro,System Of A Down,02.19.05,34,12 Wks,02.19.05,System-of-a-Down
Kill Rock 'N' Roll,System Of A Down,07.08.06,38,12 Wks,07.08.06,System-of-a-Down
All Apologies,Nirvana,12.18.93,4,12 Wks,03.05.94,Nirvana
About A Girl,Nirvana,10.15.94,3,12 Wks,12.17.94,Nirvana
You Know You're Right,Nirvana,10.12.02,1,4 WKS,11.02.02,Nirvana
Come As You Are,Nirvana,01.25.92,3,12 Wks,04.04.92,Nirvana
Smells Like Teen Spirit,Nirvana,11.02.91,7,12 Wks,02.01.92,Nirvana
Heart-Shaped Box,Nirvana,09.18.93,4,12 Wks,11.06.93,Nirvana
In Bloom,Nirvana,12.26.92,5,12 Wks,01.30.93,Nirvana
Lithium,Nirvana,06.20.92,16,12 Wks,07.25.92,Nirvana
The Man Who Sold The World,Nirvana,01.28.95,12,12 Wks,03.11.95,Nirvana
Aneurysm (Live),Nirvana,09.28.96,11,12 Wks,10.12.96,Nirvana
Lake Of Fire,Nirvana,05.27.95,22,12 Wks,06.10.95,Nirvana
True To You,Ric Ocasek,10.11.86,9,12 Wks,12.13.86,Ric-Ocasek
SOMETHING TO GRAB FOR,Ric Ocasek,01.29.83,5,12 Wks,02.19.83,Ric-Ocasek
Emotion In Motion,Ric Ocasek,09.06.86,1,1 WKS,10.04.86,Ric-Ocasek
Rockaway,Ric Ocasek,06.29.91,11,12 Wks,07.20.91,Ric-Ocasek
